,Index_fin_dist_direction_x,Index_fin_dist_direction_y,Index_fin_dist_direction_z,Index_fin_inter_direction_x,Index_fin_inter_direction_y,Index_fin_inter_direction_z,Index_fin_meta_direction_x,Index_fin_meta_direction_y,Index_fin_meta_direction_z,Index_fin_prox_direction_x,Index_fin_prox_direction_y,Index_fin_prox_direction_z,Middle_fin_dist_direction_x,Middle_fin_dist_direction_y,Middle_fin_dist_direction_z,Middle_fin_inter_direction_x,Middle_fin_inter_direction_y,Middle_fin_inter_direction_z,Middle_fin_meta_direction_x,Middle_fin_meta_direction_y,Middle_fin_meta_direction_z,Middle_fin_prox_direction_x,Middle_fin_prox_direction_y,Middle_fin_prox_direction_z,Pinky_fin_dist_direction_x,Pinky_fin_dist_direction_y,Pinky_fin_dist_direction_z,Pinky_fin_inter_direction_x,Pinky_fin_inter_direction_y,Pinky_fin_inter_direction_z,Pinky_fin_meta_direction_x,Pinky_fin_meta_direction_y,Pinky_fin_meta_direction_z,Pinky_fin_prox_direction_x,Pinky_fin_prox_direction_y,Pinky_fin_prox_direction_z,Ring_fin_dist_direction_x,Ring_fin_dist_direction_y,Ring_fin_dist_direction_z,Ring_fin_inter_direction_x,Ring_fin_inter_direction_y,Ring_fin_inter_direction_z,Ring_fin_meta_direction_x,Ring_fin_meta_direction_y,Ring_fin_meta_direction_z,Ring_fin_prox_direction_x,Ring_fin_prox_direction_y,Ring_fin_prox_direction_z,Thumb_fin_dist_direction_x,Thumb_fin_dist_direction_y,Thumb_fin_dist_direction_z,Thumb_fin_inter_direction_x,Thumb_fin_inter_direction_y,Thumb_fin_inter_direction_z,Thumb_fin_meta_direction_x,Thumb_fin_meta_direction_y,Thumb_fin_meta_direction_z,Thumb_fin_prox_direction_x,Thumb_fin_prox_direction_y,Thumb_fin_prox_direction_z,arm_direction_x,arm_direction_y,arm_direction_z,label
0,-0.15499739348888397,-0.5503477454185486,0.8204225897789001,-0.10025785863399506,-0.4861041009426117,0.8681308627128601,-0.07690437883138657,-0.3061649799346924,0.9488670229911804,0.029308417811989784,-0.3350266218185425,0.9417527914047241,-0.04351666197180748,-0.4822774827480316,0.8749370574951172,-0.011535455472767353,-0.44787418842315674,0.8940221071243286,0.024952635169029236,-0.393142431974411,0.9191389679908752,0.05886077135801315,-0.36936748027801514,0.9274173974990845,0.1510528177022934,-0.5162754654884338,0.84299635887146,0.0752992108464241,-0.5236309766769409,0.8486109375953674,0.26032546162605286,-0.528468132019043,0.808054506778717,0.3323386609554291,-0.48048630356788635,0.8115935325622559,0.055441975593566895,-0.5436540246009827,0.8374761939048767,-0.031048914417624474,-0.5855743885040283,0.8100237846374512,0.13424712419509888,-0.4824976921081543,0.8655482530593872,0.12616239488124847,-0.4639209806919098,0.8768467903137207,0.026596367359161377,-0.636018693447113,0.7712151408195496,-0.18668195605278015,-0.3257808983325958,0.9268314838409424,0.0,0.0,0.0,-0.370748907327652,0.04281589761376381,0.9277456998825073,0.025418102741241455,0.8720961213111877,-0.4886740446090698,1
1,-0.29252251982688904,-0.46278318762779236,0.8368167877197266,-0.35157111287117004,-0.47391965985298157,0.8073400259017944,0.03958741948008537,-0.3210877478122711,0.9462217092514038,-0.09466983377933502,-0.4180111587047577,0.9034956097602844,-0.3535403907299042,-0.5009089112281799,0.7899996042251587,-0.31580838561058044,-0.49075907468795776,0.8120471239089966,0.1322961449623108,-0.41184765100479126,0.9015982151031494,-0.17580321431159973,-0.44651058316230774,0.8773377537727356,-0.23789912462234497,-0.6523288488388062,0.719632625579834,-0.2364272177219391,-0.6522329449653625,0.7202044725418091,0.34376081824302673,-0.5551576018333435,0.7573826909065247,0.2278306633234024,-0.5486366152763367,0.8044196367263794,-0.43996530771255493,-0.6328803300857544,0.6370972394943237,-0.4575709104537964,-0.6302605867385864,0.6272163391113281,0.22899116575717926,-0.5048402547836304,0.8322855830192566,-0.06716763228178024,-0.5497494339942932,0.8326247930526733,0.1644577533006668,-0.42501863837242126,0.8901195526123047,-0.001861701370216906,-0.2637331783771515,0.9645938277244568,0.0,0.0,0.0,-0.28531935811042786,0.04815922677516937,0.9572218060493469,0.09361828863620758,0.8832838535308838,-0.4593966007232666,1
2,-0.7405978441238403,-0.595382034778595,0.3115045130252838,-0.752168595790863,-0.5976975560188293,0.2774888575077057,0.12321868538856506,-0.28921008110046387,0.9493022561073303,-0.007610417902469635,-0.48943793773651123,0.8720049262046814,-0.7125221490859985,-0.6018837690353394,0.3606216609477997,-0.6531176567077637,-0.6161404848098755,0.4402365982532501,0.212964728474617,-0.3804883062839508,0.8999304175376892,-0.14107291400432587,-0.5576883554458618,0.8179744482040405,-0.00318503612652421,-0.5445261597633362,0.8387377262115479,0.09317071735858917,-0.524667501449585,0.846193253993988,0.41329753398895264,-0.5264210104942322,0.743011474609375,0.44289830327033997,-0.4022308588027954,0.8012810945510864,-0.7679728269577026,-0.6217241287231445,0.15387284755706787,-0.7413931488990784,-0.638675332069397,0.20598527789115906,0.30462875962257385,-0.4747754633426666,0.8257054686546326,-0.08433832973241806,-0.6194133162498474,0.7805217504501343,0.2246304303407669,-0.4630647599697113,0.8573868870735168,0.022409584373235703,-0.21522855758666992,0.9763065576553345,0.0,0.0,0.0,-0.2290860265493393,0.12309744954109192,0.965591311454773,0.08238691091537476,0.8864255547523499,-0.45548006892204285,1
3,-0.7992035150527954,-0.6005900502204895,0.023778149858117104,-0.7995937466621399,-0.6003686785697937,0.014398346655070782,0.2288285344839096,-0.2778455317020416,0.932973325252533,-0.08020095527172089,-0.5727335214614868,0.8158088326454163,-0.7781095504760742,-0.6172557473182678,0.11636539548635483,-0.7491700649261475,-0.6385242938995361,0.17615564167499542,0.3110918700695038,-0.37106290459632874,0.8749480843544006,-0.1668560802936554,-0.6351242661476135,0.7541725039482117,0.5364612936973572,-0.3102036416530609,0.7848458290100098,0.4520227015018463,-0.3501758277416229,0.8203976154327393,0.4900299608707428,-0.5219786763191223,0.6981467604637146,0.45202258229255676,-0.3501759171485901,0.820397675037384,-0.8279190063476562,-0.55771404504776,-0.059204842895269394,-0.821165144443512,-0.5695263147354126,-0.03643585741519928,0.3923400044441223,-0.4676581621170044,0.7920638918876648,-0.18754713237285614,-0.6659375429153442,0.7220479846000671,0.21284031867980957,-0.37676241993904114,0.9015259742736816,0.09936639666557312,-0.21600861847400665,0.9713220596313477,0.0,0.0,0.0,-0.12525682151317596,0.1111915186047554,0.985873818397522,0.10441911220550537,0.883757472038269,-0.456146240234375,1
4,-0.9604805707931519,-0.15868335962295532,-0.2286847084760666,-0.8852242827415466,-0.44419074058532715,0.13810360431671143,0.24402742087841034,-0.37942707538604736,0.8924605250358582,-0.17926526069641113,-0.6803946495056152,0.7105822563171387,-0.8733564019203186,-0.4852246642112732,0.0424894355237484,-0.8490023016929626,-0.5183836817741394,0.10233939439058304,0.29298242926597595,-0.48700621724128723,0.8227917551994324,-0.17332343757152557,-0.6533638834953308,0.7369359135627747,-0.8143388628959656,0.3876761496067047,0.43192511796951294,-0.5594828724861145,-0.40039053559303284,0.7257178425788879,0.40766143798828125,-0.6680665612220764,0.6224943995475769,-0.17570212483406067,-0.7935641407966614,0.5825672149658203,-0.9660683274269104,-0.1924300342798233,-0.1722864955663681,-0.9398584365844727,-0.3415541648864746,0.0026535855140537024,0.33753132820129395,-0.5961751341819763,0.7284557819366455,-0.3640787899494171,-0.6950222849845886,0.6199924349784851,0.137369304895401,-0.4366881847381592,0.8890631198883057,0.09025740623474121,-0.2807008624076843,0.9555420875549316,0.0,0.0,0.0,-0.002336688805371523,0.02443058416247368,0.9996987581253052,0.16678524017333984,0.8695595860481262,-0.46481046080589294,1
5,-0.9814820289611816,-0.184401273727417,0.0518590547144413,-0.6717004179954529,-0.5638172626495361,0.4805504083633423,0.28323113918304443,-0.46587303280830383,0.8382973670959473,-0.09082520753145218,-0.7144008278846741,0.6938171982765198,-0.9057007431983948,-0.41483020782470703,0.08730340749025345,-0.8071432113647461,-0.5276780724525452,0.26471802592277527,0.30275073647499084,-0.5762266516685486,0.7591474056243896,0.01240325253456831,-0.642092764377594,0.7665266394615173,-0.6653883457183838,0.582159698009491,0.4672776758670807,-0.6854448318481445,0.12614724040031433,0.7171137928962708,0.3565305769443512,-0.7628911733627319,0.5393357872962952,-0.1786431074142456,-0.8111991882324219,0.5568146705627441,-0.9092473387718201,0.17320378124713898,-0.37850990891456604,-0.849875807762146,-0.4516189992427826,0.271572083234787,0.3145480751991272,-0.6859838366508484,0.6561139822006226,-0.17724016308784485,-0.7099449038505554,0.6815893650054932,0.08954404294490814,-0.46965262293815613,0.8782984614372253,0.07863123714923859,-0.31520751118659973,0.945759654045105,0.0,0.0,0.0,0.06036112457513809,-0.09271042793989182,0.9938618540763855,0.24773716926574707,0.8408912420272827,-0.4811737537384033,1
6,-0.9527430534362793,0.30302971601486206,0.021298080682754517,-0.23394204676151276,-0.7544033527374268,0.6133079528808594,0.3286994695663452,-0.5415854454040527,0.7737193703651428,-0.19275778532028198,-0.7749462723731995,0.6019158363342285,-0.9019714593887329,-0.4040136933326721,0.1523820161819458,-0.6737170815467834,-0.6052307486534119,0.4240296483039856,0.333503782749176,-0.6468368768692017,0.6858406662940979,0.1618853658437729,-0.6663732528686523,0.7278321981430054,-0.5819873809814453,0.5519341230392456,0.5972096920013428,-0.6084173917770386,0.39962583780288696,0.68565833568573,0.35427817702293396,-0.8198330402374268,0.4498452842235565,-0.30031245946884155,-0.7157062292098999,0.6305370926856995,-0.8963398337364197,0.43805769085884094,-0.06841372698545456,-0.39577439427375793,-0.7187235951423645,0.5716633200645447,0.3284575641155243,-0.7492992877960205,0.5750359296798706,-0.18517093360424042,-0.7555229663848877,0.6284080147743225,0.05958046391606331,-0.5653771758079529,0.8226778507232666,0.06531418859958649,-0.3961356580257416,0.9158660769462585,0.0,0.0,0.0,0.06842610985040665,-0.2287544161081314,0.9710763692855835,0.32266882061958313,0.8010579347610474,-0.5041736364364624,1
7,-0.9140251874923706,0.035861313343048096,0.40406909584999084,-0.1922292709350586,-0.7994496822357178,0.5691468119621277,0.35773423314094543,-0.5983920097351074,0.7169052958488464,-0.19222857058048248,-0.7994498610496521,0.5691467523574829,-0.87278151512146,-0.43414658308029175,0.22308963537216187,-0.5150289535522461,-0.670831561088562,0.5336012840270996,0.3593346178531647,-0.6965423226356506,0.6210534572601318,0.21987609565258026,-0.67628014087677,0.703064501285553,-0.5202140212059021,0.679250955581665,0.5176827311515808,-0.5523219704627991,0.5742013454437256,0.6043452024459839,0.371418297290802,-0.8507672548294067,0.3718109726905823,-0.2542669177055359,-0.7494281530380249,0.6113147735595703,-0.922598659992218,-0.09858886897563934,0.37295016646385193,-0.1181410476565361,-0.8111667037010193,0.5727576017379761,0.35023388266563416,-0.7901815176010132,0.5029407143592834,-0.11814132332801819,-0.8111667633056641,0.5727575421333313,0.09739404916763306,-0.6261575818061829,0.7735896706581116,0.08413366973400116,-0.46943193674087524,0.8789513111114502,0.0,0.0,0.0,0.07110084593296051,-0.32919928431510925,0.9415797591209412,0.3470200300216675,0.7880903482437134,-0.5084198117256165,1
8,-0.9399363398551941,0.1380917727947235,0.31217047572135925,-0.016357963904738426,-0.7389431595802307,0.6735691428184509,0.4363430440425873,-0.6243549585342407,0.647908627986908,0.12171579152345657,-0.7740115523338318,0.6213624477386475,-0.7284097671508789,-0.58733069896698,0.3527914583683014,-0.4363453984260559,-0.686283528804779,0.5819085240364075,0.4416108727455139,-0.7135989665985107,0.5438348650932312,0.45658743381500244,-0.5024916529655457,0.7341866493225098,-0.6275886297225952,0.5590384006500244,0.5418566465377808,-0.43943265080451965,-0.32626670598983765,0.8369282484054565,0.4550406038761139,-0.8447169661521912,0.2817646265029907,0.08626183122396469,-0.8986637592315674,0.4300723075866699,-0.8495746850967407,-0.11941591650247574,0.5137730836868286,-0.04124793782830238,-0.8326777219772339,0.5522195100784302,0.4348708689212799,-0.7973912954330444,0.41839513182640076,-0.041248153895139694,-0.8326777815818787,0.5522195100784302,0.2269594371318817,-0.7875865697860718,0.5728845000267029,0.19186252355575562,-0.545287549495697,0.815996527671814,0.0,0.0,0.0,0.1621803641319275,-0.3808060586452484,0.910321056842804,0.36132383346557617,0.787743091583252,-0.4989047348499298,1
9,0.698505163192749,0.6335424184799194,-0.3327380120754242,0.5640358328819275,-0.7735797166824341,-0.2888562083244324,0.06733096390962601,-0.9973351359367371,-0.028092946857213974,0.1318800449371338,-0.9904041290283203,-0.04131941497325897,0.8620768189430237,0.504269540309906,-0.050355855375528336,0.8620767593383789,0.5042697191238403,-0.05035581812262535,0.11347512900829315,-0.9884137511253357,0.10080517083406448,0.588683009147644,-0.6247050762176514,0.5130261182785034,0.42767471075057983,0.6302214860916138,-0.6480085849761963,0.7526737451553345,-0.6148205399513245,-0.23553743958473206,0.1720743179321289,-0.9099538922309875,0.37732523679733276,0.15194159746170044,-0.9348762631416321,0.32081156969070435,0.7965632677078247,0.018246935680508614,-0.604279637336731,0.1005081832408905,-0.9897672533988953,0.1012859120965004,0.16481457650661469,-0.9568643569946289,0.2392631471157074,-0.138310045003891,-0.9751071333885193,0.1733102798461914,0.5118406414985657,-0.8390824794769287,0.18428201973438263,0.1792406290769577,-0.9565297961235046,-0.23005084693431854,0.0,0.0,0.0,-0.10481081157922745,-0.8613816499710083,-0.4970274567604065,0.1804143786430359,0.7283220887184143,-0.6610579490661621,1
